id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B-cells|B-cells	B-cells|CAF	B-cells|Endothelial cells	B-cells|Macrophages	B-cells|NK	B-cells|T-cells	CAF|B-cells	CAF|CAF	CAF|Endothelial cells	CAF|Macrophages	CAF|NK	CAF|T-cells	Endothelial cells|B-cells	Endothelial cells|CAF	Endothelial cells|Endothelial cells	Endothelial cells|Macrophages	Endothelial cells|NK	Endothelial cells|T-cells	Macrophages|B-cells	Macrophages|CAF	Macrophages|Endothelial cells	Macrophages|Macrophages	Macrophages|NK	Macrophages|T-cells	NK|B-cells	NK|CAF	NK|Endothelial cells	NK|Macrophages	NK|NK	NK|T-cells	T-cells|B-cells	T-cells|CAF	T-cells|Endothelial cells	T-cells|Macrophages	T-cells|NK	T-cells|T-cells
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	DLL1	NOTCH4	False	False	True	curated	False	0.056															113.99701	22.00637																				
CPI-SC0C3E2D267	F10_aMb2 complex	simple:P00742	complex:aMb2 complex	F10		True	False	False	curated	True	0.056										67.25021	92.25404																									
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	MDK	PTPRZ1	True	False	False	curated	False	0.056										108.89846						96.7032																				
CPI-CS090FFEDFE	BMPR1A_BMPR2_BMP8A	complex:BMPR1A_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.056								18.72217			18.60493																									
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	NOTCH4	JAG2	False	True	False	curated	False	0.056															115.37896						23.38832															
CPI-SC04085F9F9	COL6A1_a11b1 complex	simple:P12109	complex:a11b1 complex	COL6A1		True	False	False	curated	True	0.056								277.44086						35.73559																						
CPI-SS048242083	HLA-F_KIR3DL1	simple:P30511	simple:P43629	HLA-F	KIR3DL1	False	False	True	curated	False	0.056																													502.32085						335.98692	
CPI-SC05A209BEC	FCER2_aVb3 complex	simple:P06734	complex:aVb3 complex	FCER2		True	True	False	curated	True	0.056		180.18453	182.59954																																	
CPI-SC015980AEB	COL14A1_a10b1 complex	simple:Q05707	complex:a10b1 complex	COL14A1		True	False	False	curated	True	0.056								53.67484	58.92506																											
CPI-SC0F94B2CF9	COL16A1_a10b1 complex	simple:Q07092	complex:a10b1 complex	COL16A1		True	False	False	curated	True	0.056								50.86628	56.11649																											
CPI-SC09DFB2ACA	COL19A1_a10b1 complex	simple:Q14993	complex:a10b1 complex	COL19A1		True	False	False	curated	True	0.056		14.45557	19.70579																																	
CPI-SC0725E3A76	COL13A1_a10b1 complex	simple:Q5TAT6	complex:a10b1 complex	COL13A1		False	False	False	curated	True	0.056								10.26187	15.51208																											
CPI-SS02246DA17	CXCR3_CXCL9	simple:P49682	simple:Q07325	CXCR3	CXCL9	True	True	False	curated	False	0.056																												178.06612						200.55163		
CPI-SS0F52745F3	DPP4_CXCL9	simple:P27487	simple:Q07325	DPP4	CXCL9	True	True	False	curated	False	0.056										109.353						101.24778																				
CPI-SC0C9CBDD21	COL27A1_a10b1 complex	simple:Q8IZC6	complex:a10b1 complex	COL27A1		True	False	False	curated	True	0.056								2.71006	7.96027																											
CPI-SC0E1037D03	VWF_aVb3 complex	simple:P04275	complex:aVb3 complex	VWF		True	False	False	curated	True	0.056														340.8009	343.21591																					
CPI-SS0F5B6B186	PDCD1_PDCD1LG2	simple:Q15116	simple:Q9BQ51	PDCD1	PDCD1LG2	True	True	True	curated	False	0.056																																189.43976		192.54607		
CPI-SS076BC3BA6	HLA-DPB1_NRG1	simple:HLADPB1	simple:Q02297	HLA-DPB1	NRG1	True	True	True	InnateDB-All	False	0.056		355.60595																		579.74888																
CPI-SS0BF9FA3F2	ERBB3_NRG1	simple:P21860	simple:Q02297	ERBB3	NRG1	True	True	True	curated	False	0.056		6.99745																														7.0176				
CPI-SS0273C9AED	KDR_VEGFC	simple:P35968	simple:P49767	KDR	VEGFC	True	True	False	curated	False	0.056														108.42438	106.02154																					
CPI-SC06B4C6DD5	COL17A1_a10b1 complex	simple:Q9UMD9	complex:a10b1 complex	COL17A1		True	False	False	curated	True	0.056														8.0944	13.34462																					
CPI-SC095A2C115	PLAUR_aVb3 complex	simple:Q03405	complex:aVb3 complex	PLAUR		True	True	False	curated	True	0.056																				519.13402	521.54904															
CPI-SS02B7540B0	SELP_SELPLG	simple:P16109	simple:Q14242	SELP	SELPLG	False	False	True	curated	False	0.056																	365.06775	233.89928																		
CPI-SC0EFCE145F	OMD_aVb3 complex	simple:Q99983	complex:aVb3 complex	OMD		True	False	False	curated	True	0.056								44.57172	46.98673																											
CPI-SS03C51D352	TNFRSF13B_TNFSF13B	simple:O14836	simple:Q9Y275	TNFRSF13B	TNFSF13B	True	True	False	curated	False	0.056		92.2607		115.14695																																
CPI-SC0BA1D5E00	COL22A1_a10b1 complex	simple:Q8NFW1	complex:a10b1 complex	COL22A1		True	False	False	curated	True	0.056								3.49431	8.74453																											
CPI-SS015E1E2C6	SELP_CD34	simple:P16109	simple:P28906	SELP	CD34	False	False	False	curated	False	0.056														115.88008	308.05964																					
CPI-SC008F4294F	COL7A1_a10b1 complex	simple:Q02388	complex:a10b1 complex	COL7A1		True	False	False	curated	True	0.056								4.4473	9.69751																											
CPI-SC087556B01	COL4A5_a10b1 complex	simple:P29400	complex:a10b1 complex	COL4A5		True	False	False	curated	True	0.056														5.365	10.61521																					
CPI-SC0CE6F5084	COL27A1_a2b1 complex	simple:Q8IZC6	complex:a2b1 complex	COL27A1		True	False	False	curated	True	0.056									10.50175			3.63704																								
CPI-SS0B3829651	CADM3_EPB41L1	simple:Q8N126	simple:Q9H4G0	CADM3	EPB41L1	False	False	False	curated	False	0.056								14.74564	14.48549																											
CPI-SS08B94BEB2	DSC1_DSG2	simple:Q08554	simple:Q14126	DSC1	DSG2	False	False	False	curated	False	0.056																																5.03429				3.415
CPI-SS032E9A219	CX3CR1_CX3CL1	simple:P49238	simple:P78423	CX3CR1	CX3CL1	True	True	True	curated	False	0.056																					55.65435						189.93402									
CPI-SC033E22B14	PDGFB_PDGFR complex	simple:P01127	complex:PDGFR complex	PDGFB		True	False	True	curated	False	0.056														84.94226						67.27987																
CPI-SC07ECBFCA7	COL1A1_a10b1 complex	simple:P02452	complex:a10b1 complex	COL1A1		True	False	False	curated	True	0.056								2073.28792	2078.53813																											
CPI-SC067433F6B	COL3A1_a10b1 complex	simple:P02461	complex:a10b1 complex	COL3A1		True	False	False	curated	True	0.056								2453.04351	2458.29372																											
CPI-CS0A269FA16	NKG2D II receptor_ULBP2	complex:NKG2D II receptor	simple:Q9BZM5		ULBP2	True	True	False	curated	False	0.056																										282.26162						236.62414				
CPI-SC0A3F146C2	COL4A3_a10b1 complex	simple:Q01955	complex:a10b1 complex	COL4A3		True	False	False	curated	True	0.056		10.852	16.10221																																	
CPI-SC011F01833	COL1A2_a10b1 complex	simple:P08123	complex:a10b1 complex	COL1A2		True	False	False	curated	True	0.056								2507.662	2512.91221																											
CPI-SC04936738A	COL11A1_a10b1 complex	simple:P12107	complex:a10b1 complex	COL11A1		True	False	False	curated	True	0.056								4.82827	10.07848																											
CPI-SC02B111AB0	COL6A1_a10b1 complex	simple:P12109	complex:a10b1 complex	COL6A1		True	False	False	curated	True	0.056								248.74338	253.9936																											
CPI-SC07375C073	COL6A3_a10b1 complex	simple:P12111	complex:a10b1 complex	COL6A3		True	False	False	curated	True	0.056								227.96189	233.2121																											
CPI-CS0E661878B	LIFR_OSM	complex:LIFR	simple:P13725		OSM	True	True	False	curated	False	0.056										86.84043						97.54152																				
CPI-SC0988E0218	SPP1_aVb3 complex	simple:P10451	complex:aVb3 complex	SPP1		True	False	False	curated	True	0.056																				3090.28206	3092.69707															
CPI-SC0E2D0DC4B	FGF1_aVb3 complex	simple:P05230	complex:aVb3 complex	FGF1		True	False	False	curated	True	0.056								11.40506	13.82007																											
CPI-SC08B1D5269	COL5A3_a10b1 complex	simple:P25940	complex:a10b1 complex	COL5A3		True	False	False	curated	True	0.056								2.8571	8.10732																											
CPI-SC0F8101D41	COL8A1_a10b1 complex	simple:P27658	complex:a10b1 complex	COL8A1		True	False	False	curated	True	0.056								72.16065	77.41087																											
CPI-SS07D56EB05	CMKLR1_RARRES2	simple:Q99788	simple:Q99969	CMKLR1	RARRES2	True	True	False	guidetopharmacology.org	False	0.056																				385.67636	106.32656															
CPI-SS09648FAA9	TNFRSF13C_TNFSF13B	simple:Q96RJ3	simple:Q9Y275	TNFRSF13C	TNFSF13B	True	True	False	guidetopharmacology.org	False	0.056		57.13507		80.02132																																
CPI-SC040B3EFBC	COL22A1_a1b1 complex	simple:Q8NFW1	complex:a1b1 complex	COL22A1		True	False	False	curated	True	0.056									33.58814			12.64002																								
CPI-CS008C9D6E5	IL1 receptor inhibitor_IL1B	complex:IL1 receptor inhibitor	simple:P01584		IL1B	True	True	False	curated	False	0.056										1217.88057												1229.80717														
CPI-CS085E95BC1	IL1 receptor inhibitor_IL1RN	complex:IL1 receptor inhibitor	simple:P18510		IL1RN	True	True	False	curated	False	0.056										405.94143												417.86802														
CPI-SS090FC28E1	EPHB6_EFNB2	simple:O15197	simple:P52799	EPHB6	EFNB2	True	True	True	curated	False	0.056									29.01413												22.65795															
CPI-SS0B0E09B1C	CTLA4_CD86	simple:P16410	simple:P42081	CTLA4	CD86	False	False	True	curated	False	0.056																															99.97635			159.19196		
CPI-SC09938698A	CSPG4_a3b1 complex	simple:Q6UVK1	complex:a3b1 complex	CSPG4		False	False	False	curated	True	0.056								5.78934	11.50943																											
CPI-SC0CFF5E19D	FN1_a11b1 complex	simple:P02751	complex:a11b1 complex	FN1		True	False	False	curated	True	0.083								974.27619						238.95808						160.3401																
CPI-SS098425155	ADRB2_VEGFB	simple:P07550	simple:P49765	ADRB2	VEGFB	True	True	False	InnateDB-All	False	0.083																										103.79666	108.25228	105.53595								
CPI-SS0917CBD53	HLA-C_KIR2DL3	simple:HLAC	simple:P43628	HLA-C	KIR2DL3	False	True	True	curated	False	0.083																							2071.38988						2275.87505						1942.02084	
CPI-SS0CF0E4DE9	CCL2_CCR2	simple:P13500	simple:P41597	CCL2	CCR2	True	False	True	curated	False	0.083										228.28405						255.92648						219.79771														
CPI-SS082AD7B6A	FZD6_WNT5A	simple:O60353	simple:P41221	FZD6	WNT5A	True	True	False	curated	False	0.083														37.21168	41.15046	34.99926																				
CPI-SS08330207B	BTLA_TNFRSF14	simple:Q7Z6A9	simple:Q92956	BTLA	TNFRSF14	False	True	True	guidetopharmacology.org	False	0.083	140.43446			148.71004		155.68832																														
CPI-SC02AE206BE	COL6A3_a1b1 complex	simple:P12111	complex:a1b1 complex	COL6A3		True	False	False	curated	True	0.083								236.36262	258.05572			237.1076																								
CPI-SS0ABD11350	HLA-C_KIR2DL1	simple:HLAC	simple:P43626	HLA-C	KIR2DL1	False	True	True	curated	False	0.083																							2082.2918						2286.77697						1952.92276	
CPI-CS091BF99D0	ACVR_1A2A receptor_INHBA	complex:ACVR_1A2A receptor	simple:P08476		INHBA	True	True	False	curated	False	0.083								66.25425						62.12773						58.63417																
CPI-SS0E5AF12B6	NOTCH1_NOV	simple:P46531	simple:P48745	NOTCH1	NOV	True	True	False	I2D,InnateDB-All	False	0.083														28.95735												27.35252						16.19341				
CPI-SS0987A89AE	HLA-B_KIR3DL2	simple:HLAB	simple:P43630	HLA-B	KIR3DL2	False	True	True	curated	False	0.083																							3076.19109						3481.23081						3044.61718	
CPI-SS0431D2256	TNFSF9_TNFRSF9	simple:P41273	simple:Q07011	TNFSF9	TNFRSF9	True	False	True	curated	False	0.083						61.4762						59.37529																								65.52258
CPI-SC02F06FF62	COL8A1_a1b1 complex	simple:P27658	complex:a1b1 complex	COL8A1		True	False	False	curated	True	0.083								80.56138	102.25448			81.30636																								
CPI-SS07D71C546	NOTCH2_IL24	simple:Q04721	simple:Q13007	NOTCH2	IL24	True	True	False	IMEx,InnateDB-All,MINT	False	0.083	40.02012						37.82743																		32.37952											
CPI-SS02EF3E1BA	TNFSF12_TNFRSF12A	simple:O43508	simple:Q9NP84	TNFSF12	TNFRSF12A	True	False	True	curated	False	0.083								182.26292												190.00698		24.3127														
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	0.083														26.08991	31.39815		25.80666																			
CPI-CS01319F57A	BMR1B_AVR2A_BMP8A	complex:BMR1B_AVR2A	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.083								14.70024			14.583	6.79576																								
CPI-SS0C6448B94	IL1B_ADRB2	simple:P01584	simple:P07550	IL1B	ADRB2	True	False	True	I2D	False	0.083																					1227.55792	1225.49309	1314.30758													
CPI-CS03DF8BD36	BMR1B_AVR2B_BMP8A	complex:BMR1B_AVR2B	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.083								14.70024			14.583	6.79576																								
CPI-CS073233FCC	ACVR_1A2A receptor_INHBB	complex:ACVR_1A2A receptor	simple:P09529		INHBB	True	True	False	curated	False	0.083									18.26088						14.13436						10.6408															
CPI-SC006E22794	COL1A2_a1b1 complex	simple:P08123	complex:a1b1 complex	COL1A2		True	False	False	curated	True	0.083								2516.06273	2537.75583			2516.80771																								
CPI-SS085195142	TYRO3_GAS6	simple:Q06418	simple:Q14393	TYRO3	GAS6	True	True	False	guidetopharmacology.org	False	0.083								44.37101	73.9553	19.54294																										
CPI-SC041DEF0FB	COL5A1_a10b1 complex	simple:P20908	complex:a10b1 complex	COL5A1		True	False	False	curated	True	0.083								62.35884	67.60906						8.02167																					
CPI-CS0AB9C7139	IL7 receptor_IL7	complex:IL7 receptor	simple:P13232		IL7	True	True	False	curated	False	0.083																															204.45303	207.17986	229.08383			
CPI-SS09C4988F8	PROS1_TYRO3	simple:P07225	simple:Q06418	PROS1	TYRO3	True	False	True	guidetopharmacology.org	False	0.083								33.23997						36.70925						11.52842																
CPI-SC0BC63F8C0	COL3A1_a1b1 complex	simple:P02461	complex:a1b1 complex	COL3A1		True	False	False	curated	True	0.083								2461.44424	2483.13734			2462.18922																								
CPI-SC0F73E9099	COL1A1_a1b1 complex	simple:P02452	complex:a1b1 complex	COL1A1		True	False	False	curated	True	0.083								2081.68865	2103.38175			2082.43363																								
CPI-SS08991B378	CD6_ALCAM	simple:P30203	simple:Q13740	CD6	ALCAM	True	False	False	curated	False	0.083																															82.39844	110.32947		94.57781		
CPI-SS095DCA7F7	LILRA4_BST2	simple:P59901	simple:Q10589	LILRA4	BST2	False	True	False	curated	False	0.083																					145.33425	214.77957	150.71159													
CPI-SS0B01CF3AB	CSF1R_CSF1	simple:P07333	simple:P09603	CSF1R	CSF1	True	True	False	curated	False	0.083																				294.01718	282.06453			282.6493												
CPI-SS0B9E8C0DE	EPHB2_EFNB2	simple:P29323	simple:P52799	EPHB2	EFNB2	False	True	True	curated	False	0.083									23.97554						23.21034						24.70971															
CPI-SC08E75294D	COL15A1_a10b1 complex	simple:P39059	complex:a10b1 complex	COL15A1		True	False	False	curated	True	0.083									24.15873					135.52224	140.77246																					
CPI-SS04641FE5F	CCL3L3_DPP4	simple:P16619	simple:P27487	CCL3L3	DPP4	True	False	True	I2D	False	0.083																				182.28504	174.17982											94.32668				
CPI-SS0111AAD26	EPHB2_EFNB1	simple:P29323	simple:P98172	EPHB2	EFNB1	False	True	False	curated	False	0.083									11.24827						10.48307						11.98244															
CPI-SS01158CABF	FFAR2_FAM3C	simple:O15552	simple:Q92520	FFAR2	FAM3C	True	True	False	IMEx,IntAct	False	0.083						32.89425																		40.443												32.72368
CPI-SS02CF96625	KIR2DL3_FAM3C	simple:P43628	simple:Q92520	KIR2DL3	FAM3C	True	True	False	IMEx,IntAct	False	0.083																									46.61323	52.6886				54.27518						
CPI-SS08DA48A5A	CCL3_CCR1	simple:P10147	simple:P32246	CCL3	CCR1	True	False	True	curated	False	0.083																						1007.22068						1631.32895						342.11777		
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	CXADR	FAM3C	True	True	False	IMEx,IntAct	False	0.083						30.551												38.65464																		30.93641
CPI-SC0FC645961	COL5A3_a2b1 complex	simple:P25940	complex:a2b1 complex	COL5A3		True	False	False	curated	True	0.083								5.07152	10.6488			3.78409																								
CPI-CS0484364A2	BMPR1B_BMPR2_BMP8A	complex:BMPR1B_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.083								14.70024			14.583	6.79576																								
CPI-SS0415CC75D	MERTK_GAS6	simple:Q12866	simple:Q14393	MERTK	GAS6	True	True	False	guidetopharmacology.org	False	0.083																				65.05269	94.63698	40.22461														
CPI-SS086A1C18B	SELE_SELPLG	simple:P16581	simple:Q14242	SELE	SELPLG	False	False	True	curated	False	0.083																194.64217	406.31041	275.14195																		
CPI-SS098EFF959	CCR7_CCL19	simple:P32248	simple:Q99731	CCR7	CCL19	True	True	False	curated	False	0.083		2306.91617																								2144.54397						2263.73837				
CPI-SS03B8E2D7A	TNF_ICOS	simple:P01375	simple:Q9Y6W8	TNF	ICOS	True	False	True	InnateDB-All	False	0.083						127.71867																		175.3335												135.20893
CPI-SS09A36B221	BDNF_SORT1	simple:P23560	simple:Q99523	BDNF	SORT1	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.083								6.1002	6.36143	10.19368																										
CPI-SS0BFB29A42	PLXNB2_PTN	simple:O15031	simple:P21246	PLXNB2	PTN	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	0.083								63.44093						65.45376						56.3703																
CPI-SS0097929A7	BMP7_SLAMF1	simple:P18075	simple:Q13291	BMP7	SLAMF1	True	False	True	InnateDB-All	False	0.083						37.14405																								37.35823						37.65131
CPI-CS0123BC66C	PlexinA1_complex2_SEMA6D	complex:PlexinA1_complex2	simple:Q8NFY4		SEMA6D	False	True	False	curated	False	0.083									20.27512						16.56681						17.10291															
CPI-SC0BD4C290F	COL14A1_a1b1 complex	simple:Q05707	complex:a1b1 complex	COL14A1		True	False	False	curated	True	0.083								62.07557	83.76867			62.82055																								
CPI-SS0E32BEF02	WNT5A_FZD5	simple:P41221	simple:Q13467	WNT5A	FZD5	True	False	True	curated	False	0.083									5.34489						9.28367						3.13247															
CPI-SS0C10824C7	EGFR_HBEGF	simple:P00533	simple:Q99075	EGFR	HBEGF	True	True	True	curated	False	0.083								23.23911	66.36661	70.64267																										
